target,gr_code,model,tm_score,gdt_ts,global_rmsd,lddt,clashscore,inf_all,cc_mask,cc_peaks,tempy_mi,tempy_smoc,ai,ai_bb,ai_base
R1136,287,1,0.5576,25.134,14.26,0.7498459766246878,0.0,0.93,0.0895,-0.0933,0.036109138,0.609802996,0.410998372,0.342691622,0.498712446
R1136,287,2,0.6113,27.607,14.35,0.736035213971689,1.5,0.94,0.1281,0.0348,0.047022192,0.69694999,0.511461856,0.447860963,0.593133047
R1136,287,3,0.552,26.872,18.74,0.7490452276482744,0.0,0.92,0.1094,-0.0829,0.034446355,0.554550524,0.421270199,0.349153298,0.513876967
R1136,287,4,0.5924,25.735,10.94,0.7395421579667188,0.0,0.92,0.1077,-0.0458,0.037280116,0.620233583,0.444945509,0.379456328,0.529041488
R1136,287,5,0.5753,27.206,12.7,0.7478423784315502,0.08,0.92,0.0967,-0.0821,0.034347856,0.566011658,0.410873105,0.340909091,0.500715308
R1136,325,1,0.7101,33.957,8.22,0.7778324985007529,12.49,0.94,0.1671,0.0844,0.046509212,0.714332349,0.555625157,0.492311121,0.636909871
R1136,325,2,0.7101,33.957,8.22,0.7778324985007529,12.49,0.94,0.1671,0.0844,0.046509212,0.714332349,0.555625157,0.492311121,0.636909871
R1136,325,3,0.7101,33.957,8.22,0.7778324985007529,12.49,0.94,0.1671,0.0844,0.046509212,0.714332349,0.555625157,0.492311121,0.636909871
R1136,325,4,0.7101,33.957,8.22,0.7778324985007529,12.49,0.94,0.1671,0.0844,0.046509212,0.714332349,0.555625157,0.492311121,0.636909871
R1136,325,5,0.7101,33.957,8.22,0.7778324985007529,12.49,0.94,0.1671,0.0844,0.046509212,0.714332349,0.555625157,0.492311121,0.636909871
R1136,347,1,0.7101,33.957,8.22,0.7778324985007529,12.49,0.94,0.1671,0.0844,0.046509212,0.714332349,0.555625157,0.492311121,0.636909871
R1136,347,2,0.7101,33.957,8.22,0.7778324985007529,12.49,0.94,0.1671,0.0844,0.046509212,0.714332349,0.555625157,0.492311121,0.636909871
R1136,347,3,0.7101,33.957,8.22,0.7778324985007529,12.49,0.94,0.1671,0.0844,0.046509212,0.714332349,0.555625157,0.492311121,0.636909871
R1136,347,4,0.7101,33.957,8.22,0.7778324985007529,12.49,0.94,0.1671,0.0844,0.046509212,0.714332349,0.555625157,0.492311121,0.636909871
R1136,347,5,0.7101,33.957,8.22,0.7778324985007529,12.49,0.94,0.1671,0.0844,0.046509212,0.714332349,0.555625157,0.492311121,0.636909871
R1136,385,1,0.1712,5.548,50.39,0.3453391750042065,7.74,0.65,0.0247,-0.3342,0.016308667,0.201168845,0.170612552,0.173796791,0.166523605
R1136,392,1,0.296,8.222,41.27,0.5502306036249422,88.65,0.82,0.0544,-0.2745,0.017700272,0.27692869,0.253162971,0.210784314,0.30758226
R1136,392,2,0.2083,7.888,39.23,0.5360664932285801,95.0,0.82,0.0385,-0.2655,0.020865185,0.374300764,0.270574972,0.217023173,0.339341917
R1136,392,3,0.2264,9.559,41.96,0.5329515106802484,88.07,0.82,0.0367,-0.304,0.019882632,0.305775906,0.224101215,0.22214795,0.226609442
R1136,416,1,0.2189,11.832,46.19,0.5531643822023186,29.47,0.78,0.0526,-0.2277,0.02015536,0.358107921,0.282725792,0.262032086,0.309298999
R1136,416,2,0.2654,11.096,35.25,0.5774116307063072,6.41,0.84,0.0407,-0.2803,0.02156047,0.335829233,0.239508957,0.215463458,0.285550787
R1136,416,3,0.1954,11.163,56.05,0.5522005496520452,34.31,0.76,0.0809,-0.3137,0.012593255,0.219015648,0.217462107,0.217468806,0.217453505
R1136,416,4,0.2242,9.693,41.96,0.563791779379851,5.24,0.84,0.0679,-0.3063,0.013700488,0.282702589,0.205311286,0.192959002,0.221173104
R1136,416,5,0.1904,8.957,38.72,0.5467497616304906,5.08,0.82,0.0428,-0.3379,0.014562094,0.20347345,0.195540524,0.168003565,0.230901288
R1136,434,1,0.2734,10.294,34.85,0.55066721890734,0.08,0.82,0.0634,-0.258,0.021835369,0.347147119,0.25516723,0.244206774,0.297854077
R1136,434,2,0.2322,9.826,47.49,0.5618585055849652,0.33,0.82,0.0682,-0.3312,0.014840316,0.303638636,0.182011775,0.165552585,0.203147353
R1136,434,3,0.1826,9.358,42.41,0.5519403925223161,0.08,0.8,0.0696,-0.3377,0.011854901,0.200379722,0.192158336,0.189616756,0.195422031
R1136,434,4,0.2175,10.428,40.62,0.5592670730812872,0.5,0.81,0.0535,-0.339,0.011424652,0.176664955,0.171865214,0.154634581,0.204577969
R1136,434,5,0.214,9.759,45.53,0.5624413783582057,0.25,0.81,0.059,-0.3214,0.015474922,0.259830022,0.222472755,0.186720143,0.268383405
R1136,439,1,0.2189,11.832,46.19,0.5531643822023186,29.47,0.78,0.0526,-0.2277,0.02015536,0.358107921,0.282725792,0.262032086,0.309298999
R1136,439,2,0.2194,12.166,51.13,0.5549190406544052,31.55,0.77,0.0763,-0.2282,0.022082338,0.330020455,0.287110109,0.274064171,0.303862661
R1136,439,3,0.2552,12.5,42.71,0.5339336793466303,39.96,0.71,0.0505,-0.2634,0.018034468,0.267672095,0.246899662,0.239973262,0.255793991
R1136,439,4,0.2242,9.693,41.96,0.563791779379851,5.24,0.84,0.0679,-0.3063,0.013700488,0.282702589,0.205311286,0.192959002,0.221173104
R1136,439,5,0.2425,11.364,46.0,0.5581006803777672,20.48,0.78,0.0471,-0.2788,0.02217552,0.314065663,0.244519604,0.2364082,0.254935622
R1136,444,1,0.2374,11.23,33.43,0.5713085083893125,3.41,0.84,0.0435,-0.2817,0.017227965,0.202356311,0.236627834,0.22214795,0.255221745
R1136,444,2,0.1712,5.548,50.39,0.3453391750042065,7.74,0.65,0.0247,-0.3342,0.016308667,0.201168845,0.170612552,0.173796791,0.166523605
R1136,444,3,0.2033,8.289,43.02,0.4204603012300298,340.26,0.64,0.0882,-0.3035,0.015792926,0.433540851,0.254666166,0.237076649,0.277253219
R1136,444,4,0.2284,10.561,46.51,0.5259566059633364,62.81,0.74,0.061,-0.2423,0.019915374,0.401401628,0.280596267,0.264483066,0.319599428
R1136,444,5,0.1837,5.949,42.77,0.3372540263953784,10.57,0.56,0.0469,-0.2413,0.023840094,0.370900787,0.26669172,0.268716578,0.264091559
R1136,456,1,0.7101,33.957,8.22,0.7778324985007529,12.49,0.94,0.1671,0.0844,0.046509212,0.714332349,0.555625157,0.492311121,0.636909871
R1136,456,2,0.7101,33.957,8.22,0.7778324985007529,12.49,0.94,0.1671,0.0844,0.046509212,0.714332349,0.555625157,0.492311121,0.636909871
R1136,456,3,0.7101,33.957,8.22,0.7778324985007529,12.49,0.94,0.1671,0.0844,0.046509212,0.714332349,0.555625157,0.492311121,0.636909871
R1136,456,4,0.7101,33.957,8.22,0.7778324985007529,12.49,0.94,0.1671,0.0844,0.046509212,0.714332349,0.555625157,0.492311121,0.636909871
R1136,456,5,0.7101,33.957,8.22,0.7778324985007529,12.49,0.94,0.1671,0.0844,0.046509212,0.714332349,0.555625157,0.492311121,0.636909871
R1136,470,1,0.2033,8.289,43.02,0.4204603012300298,340.26,0.64,0.0882,-0.3035,0.015792926,0.433540851,0.254666166,0.237076649,0.277253219
R1136,470,2,0.1994,6.818,41.36,0.3905933567172743,383.26,0.56,0.0893,-0.2711,0.015737837,0.409353205,0.288613303,0.282531194,0.296423462
R1136,470,3,0.2046,7.42,39.29,0.4154538943753424,298.63,0.63,0.0763,-0.3111,0.01447884,0.423914506,0.237379431,0.23573975,0.239484979
R1136,470,4,0.1978,7.487,41.21,0.4111949539008469,315.66,0.61,0.0791,-0.2512,0.021185996,0.492326611,0.306401102,0.284090909,0.335050072
R1136,470,5,0.1654,6.35,40.94,0.3662315614173602,365.43,0.54,0.1044,-0.2553,0.018322672,0.472268837,0.288488037,0.269385027,0.313018598
R1136,489,1,0.2033,8.289,43.02,0.4204603012300298,340.26,0.64,0.0882,-0.3035,0.015792926,0.433540851,0.254666166,0.237076649,0.277253219
R1136,489,2,0.1994,6.818,41.36,0.3905933567172743,383.26,0.56,0.0893,-0.2711,0.015737837,0.409353205,0.288613303,0.282531194,0.296423462
R1136,489,3,0.2046,7.42,39.29,0.4154538943753424,298.63,0.63,0.0763,-0.3111,0.01447884,0.423914506,0.237379431,0.23573975,0.239484979
R1136,489,4,0.1978,7.487,41.21,0.4111949539008469,315.66,0.61,0.0791,-0.2512,0.021185996,0.492326611,0.306401102,0.284090909,0.335050072
R1136,489,5,0.1654,6.35,40.94,0.3662315614173602,365.43,0.54,0.1044,-0.2553,0.018322672,0.472268837,0.288488037,0.269385027,0.313018598
R1138,029,1,0.19,2.951,59.48,0.2496820648500944,1.3,0.42,0.0257,-0.3096,0.024983249,0.273984165,0.228727913,0.212615741,0.249514708
R1138,029,2,0.19,2.951,59.48,0.2496820648500944,1.3,0.42,0.0257,-0.3096,0.024983249,0.273984165,0.228727913,0.212615741,0.249514708
R1138,035,1,0.1577,4.514,72.04,0.4995290906666569,0.91,0.76,0.024,-0.4578,0.009068027,0.288991651,0.122057769,0.104513889,0.144691653
R1138,035,2,0.1595,5.799,78.28,0.5220836499366185,0.87,0.77,0.016,-0.4634,0.009630663,0.311171176,0.111364674,0.115162037,0.115126176
R1138,035,3,0.169,5.903,79.88,0.5152551792035479,0.95,0.77,0.0323,-0.4696,0.008451451,0.179728373,0.108104584,0.09837963,0.120651038
R1138,035,4,0.1692,5.278,76.42,0.5132433403716679,1.0,0.76,0.0321,-0.4693,0.009494924,0.265850309,0.108365391,0.111226852,0.112737046
R1138,035,5,0.1486,5.729,70.81,0.5041364675840856,0.82,0.76,0.0509,-0.4252,0.009609524,0.15779163,0.145139206,0.134259259,0.15917575
R1138,054,1,0.2159,4.549,40.21,0.5543955647532869,8.01,0.85,0.0288,-0.3182,0.027455588,0.369183452,0.25689509,0.230555556,0.29281768
R1138,054,2,0.252,7.153,36.89,0.5912247843748972,3.25,0.85,0.0325,-0.3277,0.020654415,0.327851215,0.242420291,0.231365741,0.256682096
R1138,054,3,0.1864,4.514,39.73,0.5600782131884752,4.81,0.85,0.0219,-0.3043,0.028678546,0.396413494,0.243659125,0.236921296,0.252351799
R1138,054,4,0.2327,7.083,47.74,0.5721992481889683,2.9,0.85,0.0267,-0.3739,0.019961238,0.344778531,0.200430332,0.197337963,0.20441989
R1138,054,5,0.1995,4.792,46.41,0.5758261062544979,5.59,0.87,0.024,-0.3397,0.02553557,0.309484778,0.234661277,0.228472222,0.242645961
R1138,076,1,0.3175,8.611,38.64,0.5916020826407636,3.81,0.86,0.0311,-0.3382,0.02349777,0.298215691,0.215361544,0.192824074,0.246976258
R1138,076,2,0.2845,7.153,40.79,0.5728465344726181,4.25,0.85,0.0511,-0.3262,0.022613129,0.306933002,0.223446567,0.211111111,0.257130058
R1138,076,3,0.264,7.083,40.85,0.5777462747361538,2.38,0.81,0.0582,-0.3314,0.022735438,0.400230382,0.219078047,0.215162037,0.230700314
R1138,076,4,0.2141,6.979,55.62,0.5778797275872273,7.54,0.82,0.0307,-0.3673,0.017880719,0.268372417,0.216209167,0.183564815,0.258324623
R1138,076,5,0.2713,8.021,46.87,0.5720684210141778,42.63,0.78,0.0694,-0.3371,0.019077134,0.38701528,0.219860468,0.196296296,0.250261311
R1138,081,1,0.6498,19.618,11.8,0.7125449561443565,16.33,0.88,0.0902,-0.1298,0.032385422,0.563937922,0.41194497,0.371759259,0.463789757
R1138,081,2,0.717,22.569,10.3,0.6960925827156526,14.25,0.9,0.114,-0.0896,0.034019844,0.603497714,0.449957619,0.410532407,0.500821263
R1138,081,3,0.7001,20.903,10.52,0.7121167425905699,13.95,0.9,0.0914,-0.1245,0.032868975,0.577592912,0.416835105,0.371759259,0.474988801
R1138,081,4,0.7359,24.201,9.59,0.7181062526713402,10.57,0.9,0.108,-0.0753,0.033929393,0.631803016,0.448979592,0.39537037,0.518142452
R1138,081,5,0.6755,19.861,10.52,0.7062290630856399,9.62,0.9,0.0939,-0.1444,0.033738737,0.601254144,0.385603443,0.340277778,0.444079439
R1138,097,1,0.1528,3.125,82.65,0.2310192144707184,0.39,0.36,0.0084,-0.4325,0.010642737,0.106981868,0.101975615,0.094212963,0.116768702
R1138,097,2,0.1449,2.743,81.54,0.2277680564333178,0.35,0.37,0.0138,-0.4449,0.008383227,0.096709513,0.107322162,0.096759259,0.120949679
R1138,097,3,0.1517,3.021,80.15,0.2247770686675994,0.43,0.37,0.0062,-0.4303,0.011331201,0.141834224,0.102758036,0.090046296,0.119157832
R1138,097,4,0.1368,3.299,81.45,0.2296899373125495,0.56,0.36,0.0071,-0.4155,0.01295074,0.123713105,0.1159288,0.101736111,0.134239212
R1138,097,5,0.1571,2.708,80.11,0.2282791500297729,0.43,0.35,0.0154,-0.4168,0.013782287,0.152256474,0.12029732,0.103819444,0.141555921
R1138,119,1,0.2134,4.583,45.39,0.5250040869222142,0.95,0.8,0.035,-0.2841,0.028985141,0.344912773,0.249331682,0.242476852,0.258175302
R1138,119,2,0.3058,9.444,39.15,0.5766499978081311,3.6,0.84,0.0614,-0.3679,0.014228494,0.1411762,0.186933559,0.170023148,0.208750187
R1138,119,3,0.325,6.076,29.36,0.5960529464197648,10.57,0.82,0.0267,-0.3225,0.026338515,0.284747087,0.229053922,0.213310185,0.249365387
R1138,119,4,0.1568,6.007,59.15,0.5683995521281221,2.69,0.84,0.0324,-0.3982,0.013853846,0.191318839,0.157331942,0.15787037,0.1566373
R1138,119,5,0.243,6.042,52.88,0.5714139426607097,3.25,0.86,0.0454,-0.3591,0.018428312,0.384429159,0.220708092,0.197106481,0.251157235
R1138,125,1,0.2845,7.153,40.79,0.5728465344726181,4.25,0.85,0.0511,-0.3262,0.022613129,0.306933002,0.223446567,0.211111111,0.257130058
R1138,125,2,0.2612,5.59,39.05,0.5606305184865876,4.33,0.84,0.0326,-0.3352,0.02533171,0.375264911,0.229640738,0.220023148,0.242048679
R1138,125,3,0.241,6.007,43.57,0.5743154291131333,3.64,0.85,0.0274,-0.3644,0.020986361,0.202394983,0.194105757,0.173726852,0.220397193
R1138,125,4,0.1959,6.146,54.43,0.5890744696590547,3.6,0.85,0.0659,-0.4033,0.011954001,0.11610828,0.154984678,0.149305556,0.167836345
R1138,125,5,0.3175,8.611,38.64,0.5916020826407636,3.81,0.86,0.0311,-0.3382,0.02349777,0.298215691,0.215361544,0.192824074,0.246976258
R1138,128,1,0.4186,9.722,27.0,0.6028094964546521,132.26,0.85,0.0588,-0.3189,0.021771085,0.279960558,0.254026211,0.234490741,0.279229506
R1138,128,2,0.425,12.153,26.72,0.6085168034149318,114.52,0.86,0.0578,-0.208,0.034451606,0.468849514,0.327247832,0.310763889,0.348663581
R1138,128,3,0.1959,6.111,54.42,0.5878023865799173,9.14,0.85,0.0641,-0.4039,0.011909673,0.116731545,0.155180283,0.150231481,0.16664178
R1138,128,4,0.4251,13.507,29.63,0.6308235216757568,113.9,0.86,0.0662,-0.3005,0.023244233,0.281879036,0.262241638,0.238194444,0.293265641
R1138,128,5,0.2619,7.847,41.21,0.5804559726600886,107.31,0.83,0.0512,-0.2905,0.025109455,0.350305925,0.257351503,0.247685185,0.275645812
R1138,131,1,0.0705,2.396,318.13,0.2978797778175561,61.34,0.67,0.0301,-0.5028,0.003143124,0.223312433,0.045315251,0.044791667,0.051515604
R1138,131,2,0.0744,2.326,319.54,0.296375151147626,64.03,0.67,0.0255,-0.4986,0.003707187,0.077791583,0.050987807,0.047800926,0.055099298
R1138,131,3,0.0738,3.021,313.65,0.3002208536233419,66.71,0.67,0.0375,-0.5049,0.003302953,0.106008471,0.045576058,0.041203704,0.051216963
R1138,131,4,0.0649,2.708,334.06,0.297115021060207,66.42,0.66,0.0218,-0.5096,0.003148577,0.059525237,0.053791485,0.048958333,0.060026878
R1138,131,5,0.071,2.778,337.31,0.300325538195142,58.56,0.67,0.032,-0.5056,0.003167152,0.084891288,0.048575341,0.045601852,0.052411528
R1138,147,1,0.1956,5.556,58.26,0.5560102415074213,0.56,0.81,0.0711,-0.3772,0.015053744,0.269656376,0.177870509,0.17025463,0.187695983
R1138,147,2,0.2575,7.188,53.56,0.5663461591150695,0.3,0.83,0.0518,-0.3593,0.017163876,0.185254459,0.192149703,0.188194444,0.20695834
R1138,147,3,0.2103,5.174,49.59,0.5481961147297243,0.48,0.82,0.0381,-0.3654,0.014695352,0.285976384,0.201343157,0.197569444,0.206211737
R1138,147,4,0.19,6.562,60.87,0.5803494615308743,0.26,0.82,0.0629,-0.4299,0.010469408,0.186931879,0.137901806,0.133217593,0.149469912
R1138,147,5,0.2452,7.569,44.91,0.5747824570119713,0.26,0.84,0.0409,-0.3456,0.020697626,0.323376922,0.225076612,0.215625,0.247872182
R1138,177,1,0.1222,2.257,210.19,0.2574489294546995,255.44,0.43,0.0528,-0.449,0.010676707,0.219580677,0.127339115,0.127083333,0.127669106
R1138,185,1,0.1728,4.479,61.34,0.4145993081000515,0.17,0.67,0.0274,-0.3652,0.019616186,0.190540141,0.176370868,0.163773148,0.192623563
R1138,185,2,0.158,5.243,60.47,0.4671247063808956,5.85,0.72,0.0337,-0.378,0.013435089,0.180432739,0.183412662,0.174074074,0.195460654
R1138,185,3,0.2509,4.41,47.74,0.4333566828256112,6.98,0.67,0.0278,-0.3326,0.024364446,0.259255468,0.210406207,0.195486111,0.229655069
R1138,185,4,0.1859,4.097,57.16,0.4227660746185235,1.34,0.66,0.0238,-0.3367,0.020075212,0.269062308,0.19782226,0.191898148,0.205465134
R1138,185,5,0.1931,2.847,62.39,0.2779523789083762,0.35,0.55,0.0218,-0.3603,0.020632638,0.236391014,0.188107192,0.184490741,0.192772883
R1138,227,1,0.2544,6.076,47.62,0.5623666613087649,0.35,0.82,0.03,-0.3946,0.017239417,0.167946734,0.173501989,0.15474537,0.200537554
R1138,227,2,0.2041,7.326,48.23,0.5587815857440847,0.3,0.82,0.0394,-0.4017,0.015253453,0.257189085,0.165808176,0.160532407,0.191727639
R1138,227,3,0.2116,5.59,49.95,0.5496819050263206,0.22,0.81,0.0698,-0.3695,0.015026567,0.174976181,0.18223903,0.179282407,0.190682395
R1138,227,4,0.3304,7.188,41.87,0.5698884247403548,0.48,0.83,0.061,-0.3154,0.023344976,0.335448094,0.234139662,0.223958333,0.247274899
R1138,227,5,0.2679,8.229,53.3,0.5717920400454447,0.22,0.83,0.0593,-0.3534,0.016278276,0.209035834,0.206233292,0.189814815,0.227415261
R1138,229,1,0.1456,1.875,49.53,0.3097661001903273,549.24,0.12,0.1923,-0.3858,0.009176717,0.657604513,0.356262633,0.358449074,0.356278931
R1138,229,2,0.1388,2.049,46.01,0.3077663623013162,546.35,0.11,0.2116,-0.4088,0.008736513,0.682287747,0.361087566,0.3625,0.359265343
R1138,229,3,0.2831,6.389,41.3,0.5150974103068982,46.84,0.69,0.0462,-0.3291,0.020880199,0.321001017,0.243267914,0.230092593,0.260265791
R1138,229,4,0.2713,8.021,46.87,0.5720684210141778,42.63,0.78,0.0694,-0.3371,0.019077134,0.38701528,0.219860468,0.196296296,0.250261311
R1138,229,5,0.2769,8.438,40.83,0.564416058727474,49.87,0.74,0.0643,-0.3222,0.021045488,0.406526681,0.228923518,0.222685185,0.243392564
R1138,232,1,0.7134,25.556,21.8,0.7294652707506055,13.95,0.92,0.1315,-0.0633,0.039350801,0.585210389,0.454652148,0.388888889,0.539495296
R1138,232,2,0.7164,25.451,21.79,0.730192583080964,13.17,0.92,0.1324,-0.0603,0.038529689,0.585896221,0.45400013,0.386689815,0.540839182
R1138,232,3,0.7891,25.799,8.2,0.7389717029725396,15.81,0.92,0.1372,-0.0055,0.036169618,0.690948448,0.504857534,0.444560185,0.582648947
R1138,232,4,0.8005,28.854,7.82,0.7394469503797413,16.12,0.92,0.1691,0.0405,0.036342665,0.702264107,0.532698702,0.475578704,0.606390921
R1138,232,5,0.7865,28.194,8.32,0.7388129066373443,14.95,0.92,0.1502,0.0136,0.035880075,0.688199017,0.512420943,0.457523148,0.58324623
R1138,235,1,0.1782,5.243,75.78,0.5441950407139647,119.72,0.81,0.0284,-0.4247,0.010081084,0.218485169,0.143639564,0.136111111,0.153352247
R1138,235,2,0.1856,5.174,77.45,0.5517410060312926,114.23,0.81,0.0405,-0.4089,0.011762363,0.283895306,0.159287996,0.144907407,0.177840824
R1138,238,1,0.1397,1.632,35.47,0.2831548710633121,284.74,0.07,0.2337,-0.2532,0.00659952,0.723499773,0.456216992,0.4625,0.448111095
R1138,238,2,0.1151,1.562,41.56,0.2874769625446137,239.88,0.04,0.2835,-0.2906,0.005699754,0.736471365,0.459868292,0.463078704,0.455726445
R1138,238,3,0.0877,1.389,46.76,0.2797938724680671,69.56,0.02,0.4166,-0.35,0.004260746,0.841913043,0.502314664,0.47662037,0.53546364
R1138,238,4,0.0652,1.701,53.4,0.295066536920205,82.58,0.03,0.4054,-0.321,0.002409194,0.826789619,0.441285779,0.444675926,0.43691205
R1138,239,1,0.1456,1.875,49.53,0.3097661001903273,549.24,0.12,0.1923,-0.3858,0.009176717,0.657604513,0.356262633,0.358449074,0.356278931
R1138,239,2,0.2831,6.389,41.3,0.5150974103068982,46.84,0.69,0.0462,-0.3291,0.020880199,0.321001017,0.243267914,0.230092593,0.260265791
R1138,239,3,0.2769,8.438,40.83,0.564416058727474,49.87,0.74,0.0643,-0.3222,0.021045488,0.406526681,0.228923518,0.222685185,0.243392564
R1138,239,4,0.2713,8.021,46.87,0.5720684210141778,42.63,0.78,0.0694,-0.3371,0.019077134,0.38701528,0.219860468,0.196296296,0.250261311
R1138,239,5,0.1845,6.458,48.03,0.5145625714640588,95.58,0.71,0.0962,-0.2905,0.021057383,0.347512512,0.252330964,0.249074074,0.272360759
R1138,245,1,0.1777,3.438,50.21,0.3540602316440113,13.43,0.62,0.0176,-0.4323,0.011418501,0.077198973,0.143248354,0.140625,0.146632821
R1138,245,2,0.1641,3.264,68.75,0.3519453064780685,13.17,0.63,0.0219,-0.4077,0.014946466,0.215063688,0.146834453,0.142361111,0.158130506
R1138,245,3,0.1804,4.549,65.52,0.3688063721281951,15.51,0.62,0.038,-0.4213,0.009871214,0.082773119,0.14168351,0.13599537,0.14902195
R1138,245,4,0.2441,3.993,43.84,0.3634786466305495,10.87,0.63,0.0285,-0.3236,0.024809953,0.351434364,0.214318315,0.208564815,0.221741078
R1138,245,5,0.2302,4.062,43.31,0.3697463642374671,14.77,0.63,0.0295,-0.3252,0.022501402,0.256640628,0.235639304,0.229976852,0.242944602
R1138,248,1,0.1577,4.514,72.04,0.4995290906666569,0.91,0.76,0.024,-0.4578,0.009068027,0.288991651,0.122057769,0.104513889,0.144691653
R1138,248,2,0.1595,5.799,78.28,0.5220836499366185,0.87,0.77,0.016,-0.4634,0.009630663,0.311171176,0.111364674,0.115162037,0.115126176
R1138,248,3,0.169,5.903,79.88,0.5152551792035479,0.95,0.77,0.0323,-0.4696,0.008451451,0.179728373,0.108104584,0.09837963,0.120651038
R1138,248,4,0.1692,5.278,76.42,0.5132433403716679,1.0,0.76,0.0321,-0.4693,0.009494924,0.265850309,0.108365391,0.111226852,0.112737046
R1138,248,5,0.1486,5.729,70.81,0.5041364675840856,0.82,0.76,0.0509,-0.4252,0.009609524,0.15779163,0.145139206,0.134259259,0.15917575
R1138,287,1,0.6212,20.278,12.27,0.7180350169321872,1.17,0.9,0.0783,-0.1675,0.031511473,0.562796337,0.367542544,0.328009259,0.418545617
R1138,287,2,0.4407,15.59,29.77,0.6652650882775198,1.17,0.9,0.0917,-0.2652,0.023667288,0.281202699,0.283041012,0.253356481,0.321337912
R1138,287,3,0.5999,19.306,14.64,0.7019497815437332,0.04,0.9,0.0998,-0.1645,0.03172431,0.5398803,0.374323531,0.340972222,0.417351053
R1138,287,4,0.4587,12.917,26.07,0.6436700424491943,1.0,0.88,0.0658,-0.2208,0.026164568,0.495989865,0.314924692,0.285069444,0.35344184
R1138,287,5,0.3738,13.056,37.75,0.6430278933582719,1.17,0.87,0.0742,-0.2863,0.023670056,0.275764442,0.24711482,0.219097222,0.283261162
R1138,385,1,0.1777,3.438,50.21,0.3540602316440113,13.43,0.62,0.0176,-0.4323,0.011418501,0.077198973,0.143248354,0.140625,0.146632821
R1138,392,1,0.1436,3.646,98.07,0.3967173110152371,57.24,0.63,0.0263,-0.4732,0.007499711,0.181734887,0.100215166,0.091898148,0.110945199
R1138,392,2,0.2038,6.458,55.05,0.5208947893796646,45.15,0.77,0.0378,-0.4016,0.01252364,0.185082678,0.172393558,0.156134259,0.195609975
R1138,392,3,0.2132,7.153,79.05,0.5124329196789643,34.84,0.76,0.057,-0.3856,0.013535727,0.166984533,0.184260286,0.169212963,0.203673287
R1138,392,4,0.1801,6.319,61.41,0.5206984344576403,37.61,0.77,0.0391,-0.3932,0.011767911,0.222425191,0.183999478,0.165509259,0.207854263
R1138,392,5,0.2558,7.083,45.67,0.5390910684995561,39.08,0.79,0.0352,-0.3582,0.018835622,0.385099865,0.21666558,0.203009259,0.234284008
R1138,416,1,0.2845,7.153,40.79,0.5728465344726181,4.25,0.85,0.0511,-0.3262,0.022613129,0.306933002,0.223446567,0.211111111,0.257130058
R1138,416,2,0.2831,6.389,41.3,0.5150974103068982,46.84,0.69,0.0462,-0.3291,0.020880199,0.321001017,0.243267914,0.230092593,0.260265791
R1138,416,3,0.241,6.007,43.57,0.5743154291131333,3.64,0.85,0.0274,-0.3644,0.020986361,0.202394983,0.194105757,0.173726852,0.220397193
R1138,416,4,0.2713,8.021,46.87,0.5720684210141778,42.63,0.78,0.0694,-0.3371,0.019077134,0.38701528,0.219860468,0.196296296,0.250261311
R1138,416,5,0.3175,8.611,38.64,0.5916020826407636,3.81,0.86,0.0311,-0.3382,0.02349777,0.298215691,0.215361544,0.192824074,0.246976258
R1138,434,1,0.1804,5.451,49.3,0.5550723042752402,0.48,0.83,0.0764,-0.4013,0.010199257,0.053912947,0.154137054,0.152546296,0.170524115
R1138,434,2,0.1747,5.868,58.57,0.5695300770076606,0.43,0.83,0.0503,-0.3968,0.010421644,0.143373708,0.158244768,0.144444444,0.176048977
R1138,434,3,0.2206,5.729,49.46,0.5735715636062089,0.35,0.84,0.0391,-0.3581,0.01945211,0.254039883,0.20688531,0.196527778,0.220247872
R1138,434,4,0.1919,5.903,60.66,0.554377869978337,0.74,0.82,0.031,-0.4203,0.012665865,0.282867511,0.16522136,0.153125,0.180827236
R1138,434,5,0.2339,5.833,50.41,0.5420627632525873,0.65,0.81,0.0489,-0.3984,0.014974175,0.333844545,0.168742257,0.14525463,0.199044348
R1138,439,1,0.3175,8.611,38.64,0.5916020826407636,3.81,0.86,0.0311,-0.3382,0.02349777,0.298215691,0.215361544,0.192824074,0.246976258
R1138,439,2,0.2612,5.59,39.05,0.5606305184865876,4.33,0.84,0.0326,-0.3352,0.02533171,0.375264911,0.229640738,0.220023148,0.242048679
R1138,439,3,0.2845,7.153,40.79,0.5728465344726181,4.25,0.85,0.0511,-0.3262,0.022613129,0.306933002,0.223446567,0.211111111,0.257130058
R1138,439,4,0.2713,8.021,46.87,0.5720684210141778,42.63,0.78,0.0694,-0.3371,0.019077134,0.38701528,0.219860468,0.196296296,0.250261311
R1138,439,5,0.2769,8.438,40.83,0.564416058727474,49.87,0.74,0.0643,-0.3222,0.021045488,0.406526681,0.228923518,0.222685185,0.243392564
R1138,470,1,0.1723,3.715,50.08,0.3845853041435311,479.87,0.54,0.0881,-0.3281,0.019931546,0.497248058,0.292234466,0.283217593,0.303867403
R1138,470,2,0.1789,3.854,50.72,0.3479242876520821,493.68,0.43,0.0609,-0.3238,0.020868707,0.519003787,0.293603703,0.296527778,0.29027923
R1138,470,3,0.1965,4.271,49.63,0.3538245662140294,413.34,0.47,0.0713,-0.2886,0.020734739,0.57044656,0.319880029,0.315740741,0.325220248
