target,gr_code,model,tm_score,gdt_ts,global_rmsd,lddt,clashscore,inf_all,cc_mask,cc_peaks,tempy_mi,tempy_smoc,ai,ai_bb,ai_base
R1116,185,5,0.4961,40.582,19.17,0.6588226115591617,11.32,0.84,,,,,,,
R1116,227,1,0.4497,34.075,11.89,0.5455971364094729,0.4,0.76,,,,,,,
R1116,227,2,0.3528,24.144,17.63,0.5330916344310896,0.4,0.79,,,,,,,
R1116,227,3,0.3755,27.055,17.28,0.5285043235652355,0.6,0.75,,,,,,,
R1116,227,4,0.4234,27.397,14.56,0.59450419314797,0.2,0.81,,,,,,,
R1116,227,5,0.3708,26.37,16.26,0.5197186247499366,0.6,0.76,,,,,,,
R1116,229,1,0.5433,41.952,12.21,0.5623545905712974,16.49,0.72,,,,,,,
R1116,229,2,0.5232,41.438,14.34,0.5583937483552287,24.43,0.73,,,,,,,
R1116,229,3,0.5352,42.123,13.31,0.5599022802061524,23.45,0.73,,,,,,,
R1116,229,4,0.5117,40.068,13.34,0.5876380734575247,21.06,0.74,,,,,,,
R1116,229,5,0.5235,40.925,10.88,0.6559481917413267,53.24,0.77,,,,,,,
R1116,232,1,0.49,39.212,23.3,0.6935747372441434,13.11,0.87,,,,,,,
R1116,232,2,0.4596,36.815,17.86,0.686699884254677,16.89,0.88,,,,,,,
R1116,232,3,0.4852,38.87,23.15,0.6926332876096611,14.1,0.87,,,,,,,
R1116,232,4,0.4666,38.014,21.83,0.6890415728322206,13.31,0.87,,,,,,,
R1116,232,5,0.4724,38.356,17.26,0.6841689741983413,10.13,0.87,,,,,,,
R1116,235,1,0.366,26.541,15.49,0.5118644778302294,311.76,0.68,,,,,,,
R1116,235,2,0.3362,22.089,16.01,0.5088311119702089,323.66,0.67,,,,,,,
R1116,235,3,0.4858,39.212,14.84,0.5819381402963733,4.37,0.8,,,,,,,
R1116,235,4,0.4678,36.644,18.08,0.5673121933156494,3.18,0.78,,,,,,,
R1116,235,5,0.4155,28.082,13.4,0.5242739135193798,328.07,0.66,,,,,,,
R1116,238,1,0.4525,31.336,13.49,0.6075505774457313,215.07,0.77,,,,,,,
R1116,238,2,0.4029,28.938,12.99,0.523219513217557,335.29,0.62,,,,,,,
R1116,239,1,0.5016,40.925,12.54,0.6356083383210175,47.68,0.76,,,,,,,
R1116,239,2,0.6067,46.747,11.41,0.635038927224837,56.02,0.72,,,,,,,
R1116,239,3,0.5163,40.753,14.66,0.5894906972898827,30.19,0.73,,,,,,,
R1116,239,4,0.5141,39.897,16.96,0.5837616531319939,26.82,0.72,,,,,,,
R1116,239,5,0.5032,40.24,15.53,0.5867327214589966,25.82,0.73,,,,,,,
R1116,245,1,0.166,9.932,35.28,0.3155457380336336,4.37,0.58,,,,,,,
R1116,245,2,0.1882,13.185,22.72,0.3445257352855556,9.34,0.61,,,,,,,
R1116,245,3,0.1557,11.986,30.58,0.3347007738867372,6.75,0.6,,,,,,,
R1116,245,4,0.1635,11.13,28.75,0.3354366998842547,6.16,0.58,,,,,,,
R1116,245,5,0.1643,13.356,31.05,0.3268157693104885,7.75,0.54,,,,,,,
R1116,248,1,0.3065,13.185,39.17,0.3209353479695662,16.69,0.45,,,,,,,
R1116,248,2,0.3308,13.014,38.31,0.330512865896118,11.92,0.48,,,,,,,
R1116,248,3,0.2428,17.979,28.55,0.4164741459415777,16.09,0.63,,,,,,,
R1116,248,4,0.2835,12.158,51.02,0.3017011302053373,13.31,0.46,,,,,,,
R1116,248,5,0.2372,16.267,36.9,0.3384269814691039,13.11,0.51,,,,,,,
R1116,285,1,0.5706,46.233,5.52,0.6739545076631788,1.59,0.86,,,,,,,
R1116,285,2,0.3827,28.425,11.89,0.6125262290080603,1.19,0.82,,,,,,,
R1116,285,3,0.4828,36.13,6.65,0.6374714421122007,1.59,0.82,,,,,,,
R1116,285,4,0.3455,24.486,16.41,0.465946538236712,2.18,0.65,,,,,,,
R1116,285,5,0.6608,55.479,4.84,0.6671495210658817,1.19,0.87,,,,,,,
R1116,287,1,0.434,36.644,19.15,0.6628527379474651,1.19,0.85,,,,,,,
R1116,287,2,0.4423,36.301,18.22,0.6643018833650449,0.79,0.84,,,,,,,
R1116,287,3,0.4364,36.301,18.45,0.6633994424661905,0.79,0.84,,,,,,,
R1116,287,4,0.4485,36.301,17.99,0.6645301135794649,0.99,0.85,,,,,,,
R1116,287,5,0.4427,35.959,18.5,0.6600988376561223,0.79,0.84,,,,,,,
R1116,385,1,0.166,9.932,35.28,0.3155457380336336,4.37,0.58,,,,,,,
R1116,385,2,0.1882,13.185,22.72,0.3445257352855556,9.34,0.61,,,,,,,
R1116,385,3,0.1557,11.986,30.58,0.3347007738867372,6.75,0.6,,,,,,,
R1116,385,4,0.1635,11.13,28.75,0.3354366998842547,6.16,0.58,,,,,,,
R1116,385,5,0.1643,13.356,31.05,0.3268157693104885,7.75,0.54,,,,,,,
R1116,392,1,0.2712,18.836,21.22,0.43988695617747,22.84,0.63,,,,,,,
R1116,392,2,0.2617,17.295,27.06,0.4594256749675703,24.83,0.66,,,,,,,
R1116,392,3,0.2953,21.747,21.6,0.4329725122324408,0.2,0.61,,,,,,,
R1116,392,4,0.3076,19.863,21.99,0.4305970548986821,0.0,0.6,,,,,,,
R1116,392,5,0.2691,18.664,24.6,0.4481405059724121,0.2,0.64,,,,,,,
R1116,416,1,0.4858,39.897,15.49,0.5869603694534818,3.97,0.77,,,,,,,
R1116,416,2,0.4777,35.445,17.11,0.5333996287765697,18.87,0.74,,,,,,,
R1116,416,3,0.5059,40.925,12.69,0.6380268799299473,2.19,0.8,,,,,,,
R1116,416,4,0.4795,37.158,16.0,0.5551094457033333,5.36,0.75,,,,,,,
R1116,416,5,0.48,36.644,15.27,0.6296609616875994,6.16,0.84,,,,,,,
R1116,434,1,0.4497,34.075,11.89,0.5455971364094729,0.4,0.76,,,,,,,
R1116,434,2,0.3528,24.144,17.63,0.5330916344310896,0.4,0.79,,,,,,,
R1116,434,3,0.3755,27.055,17.28,0.5285043235652355,0.6,0.75,,,,,,,
R1116,434,4,0.4234,27.397,14.56,0.59450419314797,0.2,0.81,,,,,,,
R1116,434,5,0.3708,26.37,16.26,0.5197186247499366,0.6,0.76,,,,,,,
R1116,439,1,0.5202,39.212,17.17,0.6186057695666654,5.16,0.78,,,,,,,
R1116,439,2,0.5255,42.295,14.34,0.5657861948666832,8.74,0.76,,,,,,,
R1116,439,3,0.5289,40.411,14.46,0.6284016199687464,5.16,0.8,,,,,,,
R1116,439,4,0.6001,41.952,11.18,0.579787419857426,8.34,0.75,,,,,,,
R1116,439,5,0.5349,40.582,13.88,0.6456888942711887,10.73,0.8,,,,,,,
R1116,470,1,0.5357,38.185,17.37,0.60001374039046,123.73,0.78,,,,,,,
R1116,470,2,0.5346,38.185,16.6,0.5999537717371812,102.48,0.81,,,,,,,
R1116,470,3,0.5332,37.842,17.64,0.5888461798221202,110.34,0.78,,,,,,,
R1116,470,4,0.6141,39.212,13.44,0.5952034392895985,125.82,0.78,,,,,,,
R1116,470,5,0.5339,36.986,17.53,0.599573582119793,123.11,0.78,,,,,,,
R1116,489,1,0.4829,36.473,15.4,0.5837441865339515,81.45,0.81,,,,,,,
R1116,489,2,0.4755,35.445,15.39,0.5856806500369127,91.07,0.8,,,,,,,
R1116,489,3,0.482,35.103,15.35,0.5840434475804104,109.7,0.79,,,,,,,
R1116,489,4,0.4826,35.959,15.27,0.5806549275601958,97.98,0.8,,,,,,,
R1116,489,5,0.4618,34.76,15.79,0.5558011229858101,108.01,0.79,,,,,,,
R1117,029,1,0.3466,64.655,4.22,0.5067661286624788,2.09,0.63,,,,,,,
R1117,029,2,0.2295,36.207,8.69,0.3350222385253794,0.0,0.33,,,,,,,
R1117,035,1,0.2459,62.931,4.93,0.4636102067953597,0.0,0.57,,,,,,,
R1117,035,2,0.266,60.345,4.8,0.4495162547572103,0.0,0.57,,,,,,,
R1117,035,3,0.2434,64.655,4.62,0.4559212939612087,0.0,0.56,,,,,,,
R1117,035,4,0.2624,63.793,4.78,0.4529322756660094,1.04,0.56,,,,,,,
R1117,035,5,0.2487,62.069,4.4,0.4703390801962492,0.0,0.59,,,,,,,
R1117,046,1,0.2022,62.931,4.93,0.4264638452015223,2.09,0.49,,,,,,,
R1117,046,2,0.266,60.345,4.8,0.4495162547572103,2.09,0.57,,,,,,,
R1117,046,3,0.2328,64.655,4.62,0.4559212939612087,1.04,0.49,,,,,,,
R1117,046,4,0.2624,63.793,4.78,0.4501782520977578,1.04,0.52,,,,,,,
R1117,046,5,0.2487,62.069,4.4,0.4703390801962492,1.04,0.46,,,,,,,
R1117,054,1,0.3525,75.0,3.21,0.5842112201384749,14.61,0.7,,,,,,,
R1117,054,2,0.3473,83.621,2.15,0.6616047274061168,9.38,0.78,,,,,,,
R1117,054,3,0.2969,67.241,4.18,0.5160512861662616,10.45,0.68,,,,,,,
R1117,054,4,0.2813,58.621,4.27,0.496604039616672,10.44,0.74,,,,,,,
R1117,054,5,0.2883,63.793,4.37,0.5228317437755056,7.31,0.73,,,,,,,
R1117,076,1,0.1431,38.793,13.55,0.3385500252189463,3.13,0.53,,,,,,,
R1117,076,2,0.1384,39.655,13.66,0.3375384015773304,3.13,0.54,,,,,,,
R1117,076,3,0.1974,40.517,13.14,0.3516954009812463,12.54,0.62,,,,,,,
R1117,076,4,0.1245,41.379,13.31,0.3453648723004264,1.04,0.56,,,,,,,
R1117,076,5,0.2165,43.966,12.29,0.3735556421660782,8.36,0.61,,,,,,,
R1117,081,1,0.3195,80.172,2.74,0.6783208767022789,18.81,0.83,,,,,,,
R1117,081,2,0.3077,77.586,3.16,0.6661756614241827,10.45,0.79,,,,,,,
R1117,081,3,0.2595,75.862,2.85,0.6293961208675317,14.63,0.77,,,,,,,
R1117,081,4,0.3111,78.448,2.81,0.6429599018753726,17.76,0.76,,,,,,,
R1117,081,5,0.3184,75.862,3.61,0.6163453161538814,18.81,0.77,,,,,,,
R1117,091,1,0.1039,25.0,27.68,0.1792064056123618,28.18,0.28,,,,,,,
R1117,091,2,0.1584,30.172,24.95,0.1902454262001925,0.0,0.35,,,,,,,
R1117,091,3,0.1234,26.724,23.71,0.1889271630978036,1.04,0.43,,,,,,,
R1117,091,4,0.0833,23.276,22.68,0.19474184969508,28.18,0.29,,,,,,,
R1117,091,5,0.1445,25.0,18.89,0.2093315832913017,0.0,0.44,,,,,,,
R1117,097,1,0.1224,37.069,13.74,0.272605346416617,1.04,0.56,,,,,,,
R1117,097,2,0.1224,37.069,13.74,0.272605346416617,1.04,0.56,,,,,,,
R1117,097,3,0.1224,37.069,13.74,0.272605346416617,1.04,0.56,,,,,,,
R1117,097,4,0.1224,37.069,13.74,0.272605346416617,1.04,0.56,,,,,,,
R1117,097,5,0.1224,37.069,13.74,0.272605346416617,1.04,0.56,,,,,,,
R1117,110,1,0.2144,72.414,3.4,0.5732323811270577,94.04,0.65,,,,,,,
R1117,110,2,0.2245,71.552,3.47,0.57299738640011,95.09,0.67,,,,,,,
R1117,110,3,0.2212,69.828,3.54,0.5597373790636893,90.91,0.63,,,,,,,
R1117,110,4,0.2703,61.207,4.01,0.529990485579348,132.71,0.56,,,,,,,
R1117,110,5,0.2581,62.069,3.92,0.5328562749323674,102.4,0.63,,,,,,,
R1117,119,1,0.3848,84.483,2.65,0.7425030950525012,1.04,0.82,,,,,,,
R1117,119,2,0.1937,61.207,4.05,0.5279930304002934,1.04,0.66,,,,,,,
R1117,119,3,0.424,87.069,2.7,0.7386772662662203,0.0,0.8,,,,,,,
R1117,119,4,0.3624,81.034,3.17,0.6816337291943693,0.0,0.76,,,,,,,
R1117,119,5,0.3721,81.034,3.13,0.6524055435829245,1.04,0.77,,,,,,,
R1117,125,1,0.2065,46.552,5.98,0.4765922325645376,38.62,0.69,,,,,,,
R1117,125,2,0.2056,60.345,4.09,0.533996859094869,55.32,0.66,,,,,,,
R1117,125,3,0.2162,59.483,4.03,0.4907091109175111,44.89,0.6,,,,,,,
R1117,125,4,0.1641,46.552,6.75,0.4282979503874547,36.53,0.61,,,,,,,
R1117,125,5,0.1325,43.966,12.47,0.3797199550644229,7.31,0.53,,,,,,,
R1117,128,1,0.3032,79.31,2.43,0.694008207620707,4.18,0.84,,,,,,,
R1117,128,2,0.4121,72.414,3.13,0.5960899170067403,3.13,0.68,,,,,,,
R1117,128,3,0.3006,78.448,2.57,0.688540281535146,24.03,0.81,,,,,,,
R1117,128,4,0.249,74.138,2.99,0.6717668164519235,24.03,0.81,,,,,,,
R1117,128,5,0.3558,68.966,3.78,0.5653629235636664,26.12,0.67,,,,,,,
R1117,131,1,0.1534,29.31,19.85,0.2563391260488789,112.39,0.49,,,,,,,
R1117,131,2,0.1774,30.172,15.19,0.3060405107982943,72.63,0.53,,,,,,,
R1117,131,3,0.1415,27.586,14.45,0.3138641157320372,97.08,0.5,,,,,,,
R1117,131,4,0.1565,29.31,20.84,0.2654723967169517,150.47,0.49,,,,,,,
R1117,131,5,0.1201,26.724,14.96,0.2998188821128891,100.42,0.51,,,,,,,
R1117,147,1,0.1611,48.276,13.74,0.370718510706589,0.0,0.51,,,,,,,
R1117,147,2,0.144,43.103,12.72,0.3823622128479068,0.0,0.6,,,,,,,
R1117,147,3,0.2424,50.0,11.91,0.4088363748911,0.0,0.66,,,,,,,
R1117,147,4,0.1537,45.69,13.72,0.3565443165665551,0.0,0.56,,,,,,,
R1117,147,5,0.1919,45.69,12.85,0.3717903159246182,1.04,0.59,,,,,,,
R1117,163,1,0.1364,64.655,3.84,0.5117898573983218,93.0,0.54,,,,,,,
R1117,163,2,0.1364,64.655,3.84,0.5117898573983218,93.0,0.54,,,,,,,
R1117,163,3,0.1851,56.897,4.44,0.4563339676280434,131.66,0.38,,,,,,,
R1117,163,4,0.172,40.517,19.3,0.3079433949286991,37.62,0.49,,,,,,,
R1117,163,5,0.178,61.207,4.56,0.5343120959237012,34.48,0.65,,,,,,,
R1117,177,1,0.1697,41.379,12.76,0.3779488972442569,196.04,0.62,,,,,,,
R1117,185,1,0.1844,62.069,4.01,0.5460446375349627,25.08,0.69,,,,,,,
R1117,185,2,0.1667,61.207,3.93,0.5171804071713513,0.0,0.7,,,,,,,
R1117,185,3,0.1758,60.345,4.09,0.5037513182631024,0.0,0.68,,,,,,,
R1117,185,4,0.1874,58.621,4.07,0.5056799944976844,0.0,0.71,,,,,,,
R1117,185,5,0.1912,63.793,3.73,0.5673288550598377,28.21,0.75,,,,,,,
R1117,227,1,0.1785,43.103,12.81,0.3543004035031409,1.04,0.57,,,,,,,
R1117,227,2,0.1925,43.966,12.66,0.3476259800999587,0.0,0.54,,,,,,,
R1117,227,3,0.1538,46.552,12.91,0.3591550506671557,1.04,0.52,,,,,,,
R1117,227,4,0.2717,50.862,12.25,0.4061711907927919,0.0,0.58,,,,,,,
R1117,227,5,0.2717,50.862,12.25,0.4061711907927919,0.0,0.58,,,,,,,
R1117,229,1,0.2791,75.0,2.7,0.613476661011509,45.98,0.7,,,,,,,
R1117,229,2,0.257,73.276,2.96,0.587036888440552,61.65,0.56,,,,,,,
R1117,229,3,0.2073,58.621,5.03,0.5350514695767802,37.62,0.59,,,,,,,
R1117,229,4,0.2162,63.793,3.79,0.508273533862167,49.11,0.46,,,,,,,
R1117,229,5,0.178,61.207,4.56,0.5343120959237012,34.48,0.65,,,,,,,
R1117,232,1,0.4008,85.345,2.27,0.7472889632720436,35.53,0.8,,,,,,,
R1117,232,2,0.4249,85.345,2.51,0.732106011279747,22.99,0.82,,,,,,,
R1117,232,3,0.36,86.207,2.47,0.7105237516621579,24.03,0.74,,,,,,,
R1117,232,4,0.3778,82.759,2.64,0.7279133614562795,17.76,0.83,,,,,,,
R1117,232,5,0.3955,84.483,2.75,0.7129023568251639,13.58,0.8,,,,,,,
R1117,235,1,0.2013,50.0,5.42,0.4968562290797377,52.25,0.61,,,,,,,
R1117,235,2,0.3175,65.517,4.1,0.5371578247512495,7.31,0.63,,,,,,,
R1117,235,3,0.1299,54.31,4.08,0.477698427254803,401.25,0.59,,,,,,,
R1117,235,4,0.2748,62.069,4.21,0.5276863909395204,11.48,0.67,,,,,,,
R1117,235,5,0.1502,53.448,4.5,0.5058863313311018,80.46,0.66,,,,,,,
R1117,238,1,0.2556,78.448,2.66,0.6330442707139254,178.27,0.67,,,,,,,
R1117,238,2,0.2292,56.034,3.68,0.4981429684992434,396.98,0.45,,,,,,,
R1117,238,3,0.2289,74.138,2.77,0.6223634737952222,156.12,0.68,,,,,,,
R1117,238,4,0.234,76.724,2.68,0.63047652345362,185.26,0.65,,,,,,,
R1117,238,5,0.236,66.379,3.4,0.5613622816268513,260.87,0.63,,,,,,,
R1117,239,1,0.2152,75.862,2.76,0.5914244119400247,55.38,0.56,,,,,,,
R1117,239,2,0.2073,58.621,5.03,0.5350514695767802,37.62,0.59,,,,,,,
R1117,239,3,0.2313,58.621,4.26,0.5075112338942639,36.57,0.7,,,,,,,
R1117,239,4,0.2013,43.103,19.07,0.3369423173919024,16.72,0.65,,,,,,,
R1117,245,1,0.1264,28.448,14.86,0.2926830666238709,3.13,0.56,,,,,,,
R1117,245,2,0.1408,30.172,14.63,0.3081210738685863,1.04,0.6,,,,,,,
R1117,245,3,0.1399,32.759,14.2,0.3045503003347242,5.22,0.46,,,,,,,
R1117,245,4,0.1442,31.897,14.32,0.3121876289605209,9.4,0.55,,,,,,,
R1117,245,5,0.1475,29.31,14.61,0.3041748819294786,6.28,0.55,,,,,,,
R1117,248,1,0.253,62.931,4.76,0.4636102067953597,0.0,0.61,,,,,,,
R1117,248,2,0.2768,63.793,4.61,0.4684390618551974,0.0,0.57,,,,,,,
R1117,248,3,0.286,66.379,4.42,0.4815070613049658,0.0,0.56,,,,,,,
R1117,248,4,0.2711,62.931,4.78,0.4710727222706222,0.0,0.56,,,,,,,
R1117,248,5,0.2422,60.345,4.88,0.4557522123893805,0.0,0.59,,,,,,,
R1117,287,1,0.4074,86.207,2.47,0.7289077903617772,1.04,0.83,,,,,,,
R1117,287,2,0.3868,84.483,2.25,0.7357570269154936,2.09,0.84,,,,,,,
R1117,287,3,0.4258,86.207,2.27,0.6889214315190976,1.04,0.81,,,,,,,
R1117,287,4,0.3707,82.759,2.01,0.7051360676784814,1.04,0.8,,,,,,,
R1117,287,5,0.4156,85.345,2.82,0.7093287175019487,0.0,0.85,,,,,,,
R1117,325,1,0.4008,85.345,2.27,0.7472889632720436,35.49,0.8,,,,,,,
R1117,325,2,0.4008,85.345,2.27,0.7472889632720436,35.49,0.8,,,,,,,
R1117,325,3,0.4008,85.345,2.27,0.7472889632720436,35.49,0.8,,,,,,,
R1117,325,4,0.4008,85.345,2.27,0.7472889632720436,35.49,0.8,,,,,,,
R1117,325,5,0.4008,85.345,2.27,0.7472889632720436,35.49,0.8,,,,,,,
R1117,347,1,0.4008,85.345,2.27,0.7472889632720436,35.49,0.8,,,,,,,
R1117,347,2,0.4008,85.345,2.27,0.7472889632720436,35.49,0.8,,,,,,,
R1117,347,3,0.4008,85.345,2.27,0.7472889632720436,35.49,0.8,,,,,,,
R1117,347,4,0.4008,85.345,2.27,0.7472889632720436,35.49,0.8,,,,,,,
R1117,347,5,0.4008,85.345,2.27,0.7472889632720436,35.49,0.8,,,,,,,
R1117,385,1,0.1264,28.448,14.86,0.2926830666238709,3.13,0.56,,,,,,,
R1117,385,2,0.1408,30.172,14.63,0.3081210738685863,1.04,0.6,,,,,,,
R1117,385,3,0.1399,32.759,14.2,0.3045503003347242,5.22,0.46,,,,,,,
R1117,385,4,0.1442,31.897,14.32,0.3121876289605209,9.4,0.55,,,,,,,
R1117,385,5,0.1475,29.31,14.61,0.3041748819294786,6.28,0.55,,,,,,,
R1117,392,1,0.1586,53.448,5.63,0.4338002659452519,0.0,0.6,,,,,,,
R1117,392,2,0.1599,55.172,5.53,0.43661733687927,0.0,0.5,,,,,,,
R1117,392,3,0.1767,55.172,5.19,0.4609249621715805,0.0,0.65,,,,,,,
R1117,392,4,0.1632,55.172,5.03,0.4999340868448805,1.04,0.63,,,,,,,
R1117,392,5,0.1895,55.172,4.7,0.511529070567197,0.0,0.7,,,,,,,
R1117,416,1,0.3155,75.862,2.88,0.6304478655600899,16.72,0.67,,,,,,,
R1117,416,2,0.2556,75.0,3.19,0.5917797698197992,56.43,0.74,,,,,,,
R1117,416,3,0.2572,72.414,3.01,0.6091034664588014,32.39,0.63,,,,,,,
R1117,416,4,0.1957,64.655,3.45,0.5704067128249806,21.94,0.69,,,,,,,
R1117,416,5,0.2093,70.69,3.18,0.6000533036819662,10.45,0.7,,,,,,,
R1117,434,1,0.1623,45.69,12.6,0.3720854922279792,2.09,0.62,,,,,,,
R1117,434,2,0.1881,49.138,12.86,0.384156196982897,0.0,0.57,,,,,,,
R1117,434,3,0.2569,50.862,11.96,0.4130462194506855,0.0,0.66,,,,,,,
R1117,434,4,0.1785,43.103,12.81,0.3543004035031409,1.04,0.57,,,,,,,
R1117,439,1,0.2474,60.345,4.59,0.4842152322435691,21.94,0.56,,,,,,,
R1117,439,2,0.2277,71.552,3.07,0.6026554404145078,51.2,0.67,,,,,,,
R1117,439,3,0.2256,61.207,3.79,0.5178280755651337,33.44,0.61,,,,,,,
R1117,439,4,0.1189,37.931,10.45,0.3990525700398918,31.35,0.43,,,,,,,
R1117,439,5,0.2152,75.862,2.76,0.5914244119400247,55.38,0.56,,,,,,,
R1117,444,1,0.2152,75.862,2.76,0.5914244119400247,55.38,0.56,,,,,,,
R1117,444,2,0.257,73.276,2.96,0.587036888440552,61.65,0.56,,,,,,,
R1117,444,3,0.2056,60.345,4.09,0.533996859094869,55.32,0.66,,,,,,,
R1117,444,4,0.4287,63.793,4.43,0.511087739006832,64.72,0.67,,,,,,,
R1117,444,5,0.2313,58.621,4.26,0.5075112338942639,36.57,0.7,,,,,,,
R1117,456,1,0.4008,85.345,2.27,0.7472889632720436,35.49,0.8,,,,,,,
R1117,456,2,0.4008,85.345,2.27,0.7472889632720436,35.49,0.8,,,,,,,
R1117,456,3,0.4008,85.345,2.27,0.7472889632720436,35.49,0.8,,,,,,,
R1117,456,4,0.4008,85.345,2.27,0.7472889632720436,35.49,0.8,,,,,,,
R1117,456,5,0.4008,85.345,2.27,0.7472889632720436,35.49,0.8,,,,,,,
R1117,470,1,0.2429,73.276,3.31,0.5917797698197992,212.79,0.74,,,,,,,
R1117,470,2,0.1574,42.241,14.58,0.3533948140675867,221.53,0.46,,,,,,,
R1117,470,3,0.4287,63.793,4.43,0.511087739006832,64.72,0.67,,,,,,,
R1117,470,4,0.4287,63.793,4.43,0.511087739006832,64.72,0.67,,,,,,,
R1117,470,5,0.4165,62.069,4.4,0.5089785180430098,103.45,0.63,,,,,,,
R1117,472,1,0.4191,68.966,3.86,0.5508562978586822,70.38,0.63,,,,,,,
R1117,489,1,0.2429,73.276,3.31,0.5917797698197992,212.79,0.74,,,,,,,
R1117,489,2,0.1574,42.241,14.58,0.3533948140675867,221.53,0.46,,,,,,,
R1117,489,3,0.4287,63.793,4.43,0.511087739006832,64.72,0.67,,,,,,,
R1117,489,4,0.4287,63.793,4.43,0.511087739006832,64.72,0.67,,,,,,,
R1117,489,5,0.4165,62.069,4.4,0.5089785180430098,103.45,0.63,,,,,,,
R1126,029,1,0.2233,3.719,43.62,0.2302474612570577,19.75,0.37,0.0522,-0.2543,0.017654583,0.372766715,0.292528438,0.26446281,0.328698225
R1126,029,2,0.1591,6.061,53.82,0.2433156256084273,4.47,0.41,0.0271,-0.3522,0.014510061,0.248001451,0.231385729,0.204086318,0.266568047
R1126,029,3,0.1852,5.51,46.82,0.2483636508028678,0.17,0.4,0.0423,-0.3085,0.017441903,0.39505239,0.261504654,0.251836547,0.273964497
R1126,035,1,0.2257,4.89,43.54,0.2529234397789338,2.4,0.42,0.0672,-0.3306,0.012344543,0.170551083,0.222337125,0.205922865,0.243491124
R1126,035,2,0.1734,4.959,44.29,0.2575521838483688,2.32,0.43,0.0533,-0.3414,0.011996964,0.192821614,0.222983454,0.223140496,0.222781065
R1126,035,3,0.1632,6.474,48.56,0.2464890542862315,2.32,0.4,0.0529,-0.3805,0.009799968,0.110402062,0.187564633,0.186179982,0.189349112
R1126,035,4,0.184,5.303,44.51,0.269347134029915,2.49,0.44,0.0563,-0.3068,0.015537745,0.331771667,0.257497415,0.224977043,0.299408284
R1126,035,5,0.1491,4.821,35.68,0.2460420203372694,2.83,0.4,0.0444,-0.3381,0.012776325,0.249190956,0.234875905,0.204545455,0.273964497
R1126,054,1,0.2129,9.022,41.46,0.5231849226165874,3.01,0.8,0.0913,-0.3446,0.009062943,0.115254751,0.209152017,0.192378329,0.230769231
R1126,054,2,0.2411,9.848,34.22,0.5143605920147013,3.09,0.79,0.0667,-0.3766,0.012086456,0.199830392,0.222854188,0.189393939,0.265976331
R1126,054,3,0.1649,8.747,49.41,0.5155016600458391,114.72,0.76,0.0763,-0.4161,0.006540099,0.190032679,0.17450879,0.162993572,0.189349112
R1126,054,4,0.2796,14.807,43.23,0.5366125927798253,117.45,0.79,0.0793,-0.2661,0.015388577,0.355119376,0.301189245,0.275252525,0.334615385
R1126,054,5,0.2344,9.435,41.61,0.5244726536481727,2.66,0.81,0.0654,-0.3131,0.014797646,0.279054114,0.254395036,0.232093664,0.283136095
R1126,076,1,0.2351,9.091,39.69,0.5078205323077029,5.67,0.79,0.0858,-0.3218,0.012910033,0.262200701,0.238236815,0.219467401,0.262426036
R1126,076,2,0.2071,10.193,49.28,0.5300814993697974,39.59,0.74,0.1055,-0.3803,0.008315826,0.144320293,0.215873837,0.197428834,0.23964497
R1126,076,3,0.2507,9.435,38.1,0.4809523829855548,32.38,0.68,0.0646,-0.2643,0.017386619,0.333704286,0.289167528,0.283976125,0.295857988
R1126,076,4,0.2507,9.435,38.1,0.4809523829855548,32.38,0.68,0.0646,-0.2643,0.017386619,0.333704286,0.289167528,0.283976125,0.295857988
R1126,076,5,0.2526,9.848,32.74,0.4960336944900824,21.99,0.74,0.0503,-0.3785,0.014376256,0.296767409,0.222078594,0.217630854,0.227810651
R1126,081,1,0.4982,18.251,19.95,0.6401062890460885,17.18,0.86,0.0948,-0.1572,0.022263952,0.458104543,0.415460186,0.379706152,0.461538462
R1126,081,2,0.4929,17.424,20.0,0.6428045039844515,18.98,0.87,0.0967,-0.1614,0.021935844,0.453678058,0.410031024,0.380165289,0.44852071
R1126,081,3,0.4955,17.837,19.95,0.6417061326055546,17.95,0.87,0.0961,-0.16,0.02215836,0.454796532,0.41197001,0.378099174,0.455621302
R1126,097,1,0.1088,4.959,52.7,0.1655584038966672,0.09,0.27,0.023,-0.4211,0.007368613,0.035272731,0.124741468,0.10835629,0.145857988
R1126,110,1,0.2223,11.088,45.48,0.4969401444171565,90.4,0.77,0.0646,-0.3535,0.010635308,0.228510585,0.210832472,0.184802571,0.244378698
R1126,110,2,0.2015,9.642,46.8,0.4699605568326598,7.13,0.75,0.0862,-0.3185,0.013504118,0.230956141,0.235263702,0.213728191,0.263017751
R1126,110,3,0.2138,10.606,45.83,0.4846089242834648,23.36,0.72,0.0706,-0.3594,0.010455995,0.169235259,0.198552223,0.182506887,0.219230769
R1126,110,4,0.2363,11.226,42.27,0.5144978617516558,20.87,0.77,0.0513,-0.3665,0.010422107,0.179399297,0.2307394,0.188016529,0.285798817
R1126,110,5,0.1976,10.399,43.06,0.5053552276073138,10.91,0.78,0.0721,-0.4211,0.007731723,0.091111544,0.181101344,0.157024793,0.212130178
R1126,119,1,0.2505,12.052,44.58,0.5244382828431189,5.07,0.78,0.0936,-0.3531,0.010469789,0.198295552,0.224663909,0.204315886,0.250887574
