target,gr_code,model,global_rmsd,lddt,tm_score,gdt_ts,clashscore,cc_mask,cc_peaks,tempy_mi,tempy_smoc,ai,ai_bb,ai_base,id
R1189,35,1,28,0.503730302,0.2178,18.644,10.71,,,,,,,,1396
R1189,35,2,28,0.503723518,0.2178,18.644,10.45,,,,,,,,1397
R1189,35,3,24.87,0.521177143,0.2609,19.703,14.36,,,,,,,,1398
R1189,35,4,22.17,0.455929329,0.2193,18.856,14.1,,,,,,,,1399
R1189,35,5,22.17,0.455932236,0.2193,18.856,13.84,,,,,,,,1400
R1189,54,1,29.18,0.494348821,0.1958,18.22,6.53,,,,,,,,1401
R1189,54,2,29.18,0.494348821,0.1958,18.22,6.53,,,,,,,,1402
R1189,54,3,29.18,0.494348821,0.1958,18.22,6.53,,,,,,,,1403
R1189,54,4,29.18,0.494348821,0.1958,18.22,6.53,,,,,,,,1404
R1189,54,5,28.91,0.508674963,0.1958,17.585,7.57,,,,,,,,1405
R1189,76,1,27.16,0.493615165,0.235,21.186,3.92,,,,,,,,1406
R1189,76,2,27.47,0.48222752,0.2363,20.975,4.18,,,,,,,,1407
R1189,76,3,29.68,0.480649726,0.2384,20.763,3.14,,,,,,,,1408
R1189,76,4,27.22,0.47336454,0.2464,19.915,8.1,,,,,,,,1409
R1189,76,5,26.48,0.505303251,0.2571,18.432,4.18,,,,,,,,1410
R1189,81,1,20.32,0.542481247,0.2755,21.398,12.54,,,,,,,,1411
R1189,81,2,18.7,0.53354558,0.2619,21.186,10.45,,,,,,,,1412
R1189,81,3,20.39,0.539707507,0.2306,19.492,10.71,,,,,,,,1413
R1189,81,4,20.86,0.535763021,0.1967,19.28,10.19,,,,,,,,1414
R1189,81,5,23.44,0.536673063,0.2578,19.068,9.66,,,,,,,,1415
R1189,97,1,32.53,0.411015487,0.1768,15.254,0.26,,,,,,,,1416
R1189,97,2,27.29,0.387619934,0.1857,14.407,0.52,,,,,,,,1417
R1189,119,1,22.41,0.531688667,0.2366,18.22,3.13,,,,,,,,1418
R1189,119,2,19.36,0.546407319,0.2525,19.492,0.78,,,,,,,,1419
R1189,119,3,19.7,0.551263786,0.2347,19.915,2.35,,,,,,,,1420
R1189,119,4,21.07,0.549909868,0.2315,20.127,1.57,,,,,,,,1421
R1189,119,5,21.31,0.519977322,0.2484,19.492,1.04,,,,,,,,1422
R1189,125,1,29.18,0.494348821,0.1958,18.22,6.53,,,,,,,,1423
R1189,125,2,29.18,0.494348821,0.1958,18.22,6.53,,,,,,,,1424
R1189,125,3,29.18,0.494348821,0.1958,18.22,6.53,,,,,,,,1425
R1189,125,4,29.18,0.494348821,0.1958,18.22,6.53,,,,,,,,1426
R1189,125,5,29.18,0.494348821,0.1958,18.22,6.53,,,,,,,,1427
R1189,131,1,24.91,0.525116784,0.2512,20.975,6.27,,,,,,,,1428
R1189,131,2,26.44,0.530121533,0.2807,20.763,6.53,,,,,,,,1429
R1189,131,3,25.93,0.526503654,0.2609,21.398,5.74,,,,,,,,1430
R1189,131,4,27.5,0.538368126,0.2557,20.975,7.31,,,,,,,,1431
R1189,131,5,22.41,0.536447249,0.2574,21.186,6.01,,,,,,,,1432
R1189,147,1,30.43,0.402151538,0.2409,16.737,1.04,,,,,,,,1433
R1189,147,2,23.75,0.474991762,0.2732,19.492,1.57,,,,,,,,1434
R1189,147,3,19.32,0.45506096,0.2244,18.432,1.31,,,,,,,,1435
R1189,147,4,18.93,0.440696052,0.2071,15.89,1.57,,,,,,,,1436
R1189,147,5,26.13,0.456466244,0.2202,15.89,2.35,,,,,,,,1437
R1189,177,1,24.94,0.423460487,0.232,13.136,273.99,,,,,,,,1438
R1189,177,2,28.46,0.408364831,0.1401,11.017,302.58,,,,,,,,1439
R1189,177,3,24.82,0.415736272,0.2285,12.924,289.2,,,,,,,,1440
R1189,185,1,30.34,0.456698843,0.1986,14.831,0,,,,,,,,1441
R1189,185,2,29.3,0.428458452,0.1682,15.254,0.52,,,,,,,,1442
R1189,185,3,29.6,0.455294528,0.1743,16.525,0,,,,,,,,1443
R1189,185,4,29.23,0.432929193,0.1798,14.619,0.52,,,,,,,,1444
R1189,185,5,26.23,0.457695141,0.1702,15.678,0.52,,,,,,,,1445
R1189,227,1,26.11,0.486345487,0.2264,16.737,1.04,,,,,,,,1446
R1189,227,2,23.29,0.434106724,0.2689,16.102,0.26,,,,,,,,1447
R1189,227,3,27.27,0.450052335,0.195,15.678,0.78,,,,,,,,1448
R1189,227,4,26.94,0.457653467,0.2499,17.373,0.26,,,,,,,,1449
R1189,227,5,28.34,0.451636913,0.2458,17.373,1.04,,,,,,,,1450
R1189,229,1,22.39,0.518329747,0.2125,17.585,5.75,,,,,,,,1451
R1189,229,2,16.6,0.518220232,0.213,16.525,3.92,,,,,,,,1452
R1189,229,3,16.29,0.535420907,0.2108,16.102,1.57,,,,,,,,1453
R1189,229,4,26.53,0.549809075,0.2297,19.915,17.5,,,,,,,,1454
R1189,229,5,28.42,0.531922234,0.2056,18.432,7.31,,,,,,,,1455
R1189,232,1,22,0.497061503,0.2262,19.915,18.02,,,,,,,,1456
R1189,232,2,21.98,0.504632591,0.2375,20.763,18.28,,,,,,,,1457
R1189,232,3,22.26,0.477524181,0.2333,19.703,16.71,,,,,,,,1458
R1189,232,4,25.78,0.500125991,0.2775,20.975,15.15,,,,,,,,1459
R1189,232,5,22.99,0.49326336,0.2093,19.915,13.85,,,,,,,,1460
R1189,235,1,26.87,0.456350914,0.2473,18.008,141.33,,,,,,,,1461
R1189,235,2,22.84,0.434788044,0.2494,17.797,162.49,,,,,,,,1462
R1189,235,3,24,0.52483282,0.2109,17.797,143.86,,,,,,,,1463
R1189,235,4,26.03,0.453054796,0.2367,16.949,162.06,,,,,,,,1464
R1189,235,5,25.85,0.469509217,0.191,13.559,168.28,,,,,,,,1465
R1189,238,1,23.02,0.499484406,0.2268,18.008,327.67,,,,,,,,1466
R1189,238,2,24.19,0.392074199,0.2475,16.102,425.91,,,,,,,,1467
R1189,239,1,22.39,0.518337501,0.2125,17.585,6.01,,,,,,,,1468
R1189,239,2,16.6,0.518213448,0.213,16.525,3.92,,,,,,,,1469
R1189,239,3,16.29,0.535421876,0.2108,16.102,1.83,,,,,,,,1470
R1189,239,4,26.53,0.549809075,0.2297,19.915,17.5,,,,,,,,1471
R1189,239,5,28.42,0.531919327,0.2056,18.432,8.36,,,,,,,,1472
R1189,245,1,27.76,0.422370181,0.1498,12.5,9.66,,,,,,,,1473
R1189,245,2,26.34,0.43403016,0.1901,13.771,8.87,,,,,,,,1474
R1189,245,3,27.45,0.432171309,0.1749,16.314,12,,,,,,,,1475
R1189,245,4,28.16,0.424857049,0.1373,12.712,10.18,,,,,,,,1476
R1189,245,5,26.69,0.431048051,0.1922,14.619,14.1,,,,,,,,1477
R1189,248,1,30.29,0.01174042,0.0352,2.542,2.9,,,,,,,,1478
R1189,248,2,30.34,0.011330465,0.0392,2.754,1.74,,,,,,,,1479
R1189,248,3,29.92,0.010887558,0.0366,2.542,1.45,,,,,,,,1480
R1189,248,4,29.15,0.014311605,0.0369,2.754,2.61,,,,,,,,1481
R1189,248,5,29.26,0.014171076,0.0359,2.966,1.74,,,,,,,,1482
R1189,257,1,26.43,0.464325173,0.2399,17.797,2.87,,,,,,,,1483
R1189,257,2,25.85,0.47750189,0.2489,18.432,4.18,,,,,,,,1484
R1189,257,3,26.79,0.471246923,0.2308,18.856,2.61,,,,,,,,1485
R1189,257,4,26.18,0.478841271,0.2226,18.008,3.13,,,,,,,,1486
R1189,257,5,26.08,0.469862961,0.2268,18.008,2.87,,,,,,,,1487
R1189,287,1,21.2,0.535503285,0.2166,19.703,0.26,,,,,,,,1488
R1189,287,2,24.04,0.531439592,0.2305,19.492,0.26,,,,,,,,1489
R1189,287,3,21.67,0.533029017,0.2598,19.703,0.78,,,,,,,,1490
R1189,287,4,25.24,0.527602683,0.2479,19.068,0,,,,,,,,1491
R1189,287,5,27.59,0.541382218,0.2599,19.915,0.52,,,,,,,,1492
R1189,385,1,27.76,0.422370181,0.1498,12.5,9.66,,,,,,,,1493
R1189,392,1,20.55,0.502275591,0.2525,17.797,3.13,,,,,,,,1494
R1189,392,2,23.52,0.492723537,0.2023,17.585,2.35,,,,,,,,1495
R1189,392,3,21.79,0.504906864,0.2078,16.949,1.83,,,,,,,,1496
R1189,392,4,21.29,0.495589347,0.2541,17.585,2.61,,,,,,,,1497
R1189,392,5,22.42,0.502101142,0.2327,17.373,0.78,,,,,,,,1498
R1189,434,1,33.42,0.390142661,0.1779,15.466,0,,,,,,,,1499
R1189,434,2,28.27,0.397113838,0.2464,16.314,0.52,,,,,,,,1500
R1189,434,3,29.23,0.418949041,0.1781,14.831,1.04,,,,,,,,1501
R1189,434,4,25.63,0.463957861,0.2383,17.797,0.78,,,,,,,,1502
R1189,434,5,30.78,0.47219767,0.1844,17.585,0.52,,,,,,,,1503
R1189,439,1,21.32,0.409691613,0.2331,15.89,113.17,,,,,,,,1504
R1189,439,2,24.86,0.421993177,0.2508,18.008,96.63,,,,,,,,1505
R1189,439,3,16.29,0.535420907,0.2108,16.102,1.57,,,,,,,,1506
R1189,439,4,26.53,0.549809075,0.2297,19.915,17.5,,,,,,,,1507
R1189,439,5,28.42,0.531922234,0.2056,18.432,7.31,,,,,,,,1508
R1189,444,1,24.89,0.522180225,0.2534,20.551,0,,,,,,,,1509
R1189,444,2,22.45,0.54101006,0.2597,21.398,0,,,,,,,,1510
R1189,444,3,26.39,0.531168227,0.2883,21.186,0,,,,,,,,1511
R1189,444,4,27.59,0.524540133,0.2701,21.398,0,,,,,,,,1512
R1189,444,5,24.91,0.521530887,0.2514,20.763,0,,,,,,,,1513
R1189,470,1,26.43,0.478305325,0.192,18.644,193.94,,,,,,,,1514
R1189,470,2,30.29,0.486083813,0.2323,19.28,143.01,,,,,,,,1515
R1189,470,3,26.6,0.493978601,0.2357,18.008,198.01,,,,,,,,1516
R1189,470,4,24.3,0.494838247,0.2076,18.008,230.25,,,,,,,,1517
R1189,470,5,23.35,0.483970072,0.2143,17.373,220.16,,,,,,,,1518
R1189,489,1,26.43,0.478305325,0.192,18.644,193.94,,,,,,,,1519
R1189,489,2,30.29,0.486083813,0.2323,19.28,143.01,,,,,,,,1520
R1189,489,3,26.6,0.493978601,0.2357,18.008,198.01,,,,,,,,1521
R1189,489,4,24.3,0.494838247,0.2076,18.008,230.25,,,,,,,,1522
R1189,489,5,23.35,0.483970072,0.2143,17.373,220.16,,,,,,,,1523
R1189,494,1,22.37,0.538026012,0.2543,21.398,3.92,,,,,,,,1524
R1189,494,2,22.37,0.540325832,0.2543,21.398,2.09,,,,,,,,1525
R1189,494,3,22.36,0.537713942,0.2554,21.61,6.01,,,,,,,,1526
R1189,494,4,22.37,0.538469888,0.2545,21.61,4.7,,,,,,,,1527
R1189,494,5,26.48,0.527043477,0.2814,20.763,4.96,,,,,,,,1528
R1190,29,1,29.01,0.317585853,0.2604,9.958,0,,,,,,,,1529
R1190,29,2,30.14,0.348585197,0.2091,12.288,19.85,,,,,,,,1530
R1190,29,3,29.53,0.316436789,0.2161,11.017,8.62,,,,,,,,1531
R1190,35,1,27.93,0.574024321,0.2643,20.975,12.54,,,,,,,,1532
R1190,35,2,27.93,0.57402725,0.2643,20.975,12.54,,,,,,,,1533
R1190,35,3,27.93,0.574031155,0.2643,20.975,12.27,,,,,,,,1534
R1190,35,4,27.18,0.478405017,0.2738,23.941,17.5,,,,,,,,1535
R1190,35,5,25.09,0.574758472,0.2538,20.975,15.15,,,,,,,,1536
R1190,54,1,29.47,0.544845711,0.2263,21.61,6.53,,,,,,,,1537
R1190,54,2,29.47,0.544845711,0.2263,21.61,6.53,,,,,,,,1538
R1190,54,3,29.47,0.544845711,0.2263,21.61,6.53,,,,,,,,1539
R1190,54,4,29.47,0.544845711,0.2263,21.61,6.53,,,,,,,,1540
R1190,54,5,29.49,0.569657487,0.2247,19.492,7.57,,,,,,,,1541
R1190,76,1,27.56,0.542021376,0.2654,24.153,3.92,,,,,,,,1542
R1190,76,2,27.5,0.527479908,0.2489,21.61,4.18,,,,,,,,1543
R1190,76,3,29.84,0.524609689,0.2557,23.941,3.14,,,,,,,,1544
R1190,76,4,27.32,0.524165489,0.2422,21.398,8.1,,,,,,,,1545
R1190,76,5,26.44,0.559732777,0.2568,22.246,4.18,,,,,,,,1546
R1190,81,1,23.81,0.577967455,0.2483,23.305,10.19,,,,,,,,1547
R1190,81,2,23.54,0.573349722,0.2585,24.153,8.1,,,,,,,,1548
R1190,81,3,22.43,0.57530518,0.3074,23.305,10.45,,,,,,,,1549
R1190,81,4,25.51,0.582164419,0.2367,23.517,10.19,,,,,,,,1550
R1190,81,5,23.67,0.587742797,0.2696,25.847,10.19,,,,,,,,1551
R1190,97,1,29.6,0.373892915,0.1651,11.864,1.04,,,,,,,,1552
R1190,119,1,20.68,0.532128883,0.2452,20.339,0.52,,,,,,,,1553
R1190,119,2,23.63,0.520198924,0.226,18.008,1.04,,,,,,,,1554
R1190,119,3,27.15,0.576858418,0.2466,22.034,1.83,,,,,,,,1555
R1190,119,4,27.38,0.55256211,0.2494,21.398,3.13,,,,,,,,1556
R1190,119,5,20.9,0.5740663,0.2459,23.517,1.83,,,,,,,,1557
R1190,125,1,29.47,0.544845711,0.2263,21.61,6.53,,,,,,,,1558
R1190,125,2,29.47,0.544845711,0.2263,21.61,6.53,,,,,,,,1559
R1190,125,3,29.47,0.544845711,0.2263,21.61,6.53,,,,,,,,1560
R1190,125,4,29.47,0.544845711,0.2263,21.61,6.53,,,,,,,,1561
R1190,125,5,29.47,0.544845711,0.2263,21.61,6.53,,,,,,,,1562
R1190,131,1,24.84,0.55953069,0.2109,22.881,5.48,,,,,,,,1563
R1190,131,2,26.98,0.572768844,0.2643,23.305,5.22,,,,,,,,1564
R1190,131,3,26.07,0.574218597,0.264,24.788,5.74,,,,,,,,1565
R1190,131,4,27.55,0.579716922,0.2323,22.881,5.48,,,,,,,,1566
R1190,131,5,22.3,0.572732722,0.2711,23.305,4.96,,,,,,,,1567
R1190,147,1,29.13,0.467396653,0.2356,19.28,0.52,,,,,,,,1568
R1190,147,2,22.06,0.483362491,0.2143,16.102,1.04,,,,,,,,1569
R1190,147,4,20.78,0.537329446,0.2711,19.28,0.78,,,,,,,,1570
R1190,147,5,23.05,0.484035138,0.2394,17.585,0.78,,,,,,,,1571
R1190,177,1,24.91,0.460063926,0.2343,13.771,273.99,,,,,,,,1572
R1190,177,2,28.71,0.4279985,0.1365,11.229,302.58,,,,,,,,1573
R1190,177,3,24.8,0.461031404,0.2324,14.195,289.2,,,,,,,,1574
R1190,185,1,26.5,0.502451402,0.2414,19.28,0,,,,,,,,1575
R1190,185,2,27.05,0.500147416,0.2038,19.703,0,,,,,,,,1576
R1190,185,3,23.94,0.491226306,0.1951,18.008,0,,,,,,,,1577
R1190,185,4,22.24,0.50123107,0.2216,19.703,0,,,,,,,,1578
R1190,185,5,32.18,0.501074868,0.1923,18.22,0,,,,,,,,1579
R1190,227,1,29.8,0.44787428,0.2305,17.161,0.78,,,,,,,,1580
R1190,227,2,20.1,0.49921313,0.2613,19.068,1.04,,,,,,,,1581
R1190,227,3,22.83,0.513783886,0.2361,20.551,0.52,,,,,,,,1582
R1190,227,4,32.73,0.515772538,0.241,19.068,1.31,,,,,,,,1583
R1190,229,1,22.58,0.567553636,0.2369,21.398,6.53,,,,,,,,1584
R1190,229,2,16.18,0.567067456,0.2202,18.644,3.92,,,,,,,,1585
R1190,229,3,15.96,0.584741758,0.2409,20.339,2.09,,,,,,,,1586
R1190,229,4,27,0.60274311,0.2673,23.729,17.5,,,,,,,,1587
R1190,229,5,28.91,0.587434297,0.2411,23.093,8.1,,,,,,,,1588
R1190,232,1,23.94,0.556212365,0.2572,20.127,13.84,,,,,,,,1589
R1190,232,2,24.01,0.561017542,0.2664,22.034,14.1,,,,,,,,1590
R1190,232,3,23.59,0.551402307,0.269,21.398,15.93,,,,,,,,1591
R1190,232,4,21.93,0.552019307,0.2556,21.61,12.27,,,,,,,,1592
R1190,232,5,22.87,0.575936824,0.2737,22.881,14.89,,,,,,,,1593
R1190,235,1,28.29,0.547096002,0.2117,18.22,128.1,,,,,,,,1594
R1190,235,2,26.61,0.547093073,0.201,19.28,141.89,,,,,,,,1595
R1190,235,3,30.06,0.493273534,0.2522,18.432,121.89,,,,,,,,1596
R1190,235,4,25.93,0.567453081,0.2504,22.246,146.03,,,,,,,,1597
R1190,235,5,19.93,0.516209905,0.2568,18.856,151.92,,,,,,,,1598
R1190,238,1,23.29,0.542088739,0.2651,20.975,327.67,,,,,,,,1599
R1190,239,1,22.58,0.567553636,0.2369,21.398,6.53,,,,,,,,1600
R1190,239,2,16.18,0.567067456,0.2202,18.644,3.66,,,,,,,,1601
R1190,239,3,15.96,0.584741758,0.2409,20.339,2.09,,,,,,,,1602
R1190,239,4,27,0.60274311,0.2673,23.729,16.98,,,,,,,,1603
R1190,239,5,28.91,0.587434297,0.2411,23.093,8.1,,,,,,,,1604
R1190,245,1,21.78,0.419317552,0.2264,13.771,11.75,,,,,,,,1605
R1190,245,2,29.45,0.425857551,0.1403,12.924,10.18,,,,,,,,1606
R1190,245,3,32.06,0.408391193,0.1808,14.619,7.31,,,,,,,,1607
R1190,245,4,26.81,0.451087169,0.1858,18.22,9.92,,,,,,,,1608
R1190,245,5,28.97,0.402476003,0.1368,11.229,11.23,,,,,,,,1609
R1190,248,1,30.53,0.01404162,0.0364,3.178,3.48,,,,,,,,1610
R1190,248,2,30.66,0.014006475,0.0355,2.754,1.74,,,,,,,,1611
R1190,248,3,30.45,0.01430814,0.0297,2.754,0.29,,,,,,,,1612
R1190,248,4,29.03,0.017095377,0.0407,2.966,0,,,,,,,,1613
R1190,248,5,30.26,0.01178059,0.0383,2.754,0,,,,,,,,1614
R1190,257,1,22.87,0.495801084,0.1803,17.373,5.48,,,,,,,,1615
R1190,257,2,24.19,0.497011653,0.2449,17.585,3.92,,,,,,,,1616
R1190,257,3,24.37,0.519124056,0.2292,20.339,2.35,,,,,,,,1617
R1190,257,4,25.9,0.503693211,0.2267,17.797,3.66,,,,,,,,1618
R1190,257,5,27.07,0.512593819,0.243,19.915,3.13,,,,,,,,1619
R1190,287,1,18.81,0.592692461,0.2735,22.881,0.78,,,,,,,,1620
R1190,287,2,20.23,0.578341365,0.2676,21.822,0.52,,,,,,,,1621
R1190,287,3,19.59,0.585551082,0.2464,19.492,0,,,,,,,,1622
R1190,287,4,27.7,0.582098033,0.2516,21.822,0.26,,,,,,,,1623
R1190,287,5,19.5,0.568116941,0.2435,19.28,0.52,,,,,,,,1624
R1190,385,1,21.78,0.419317552,0.2264,13.771,11.75,,,,,,,,1625
R1190,392,1,22.63,0.537614516,0.2667,18.432,2.09,,,,,,,,1626
R1190,392,2,22.78,0.545915698,0.2607,18.856,1.83,,,,,,,,1627
R1190,392,3,21.85,0.530646912,0.2249,18.856,2.35,,,,,,,,1628
R1190,392,4,23.22,0.52452573,0.2466,17.161,2.61,,,,,,,,1629
R1190,392,5,22.49,0.534076531,0.2673,17.797,1.57,,,,,,,,1630
R1190,434,1,24.84,0.493824147,0.2664,18.008,3.13,,,,,,,,1631
R1190,434,2,27.13,0.446842368,0.2063,16.314,0,,,,,,,,1632
R1190,434,3,23.66,0.481999625,0.2019,16.102,0.52,,,,,,,,1633
R1190,434,4,26.61,0.490508751,0.2425,20.975,1.04,,,,,,,,1634
R1190,434,5,21.33,0.5085472,0.2743,20.763,0.52,,,,,,,,1635
R1190,439,1,22.58,0.567553636,0.2369,21.398,6.53,,,,,,,,1636
R1190,439,2,16.18,0.567067456,0.2202,18.644,3.92,,,,,,,,1637
R1190,439,3,15.96,0.584741758,0.2409,20.339,2.09,,,,,,,,1638
R1190,439,4,27,0.60274311,0.2673,23.729,17.5,,,,,,,,1639
R1190,439,5,28.91,0.587443084,0.2411,23.093,8.62,,,,,,,,1640
R1190,444,1,24.81,0.562804107,0.2134,23.305,0,,,,,,,,1641
R1190,444,2,27.02,0.576353689,0.2697,23.729,0,,,,,,,,1642
R1190,444,3,26.09,0.578377487,0.2631,24.788,0.26,,,,,,,,1643
R1190,444,4,27.57,0.579677872,0.2481,23.305,0.26,,,,,,,,1644
R1190,444,5,22.29,0.579771593,0.2729,23.941,0,,,,,,,,1645
R1190,470,1,28.12,0.523356165,0.2608,19.492,204.82,,,,,,,,1646
R1190,470,2,26.53,0.532617015,0.2139,20.339,180.56,,,,,,,,1647
R1190,470,3,30.17,0.527371543,0.2497,19.915,186.49,,,,,,,,1648
R1190,470,4,24.46,0.531474785,0.2178,19.915,187.79,,,,,,,,1649
R1190,470,5,25.03,0.540299245,0.2217,20.127,233.06,,,,,,,,1650
R1190,489,1,28.12,0.523356165,0.2608,19.492,204.82,,,,,,,,1651
R1190,489,2,26.53,0.532617015,0.2139,20.339,180.56,,,,,,,,1652
R1190,489,3,30.17,0.527371543,0.2497,19.915,186.49,,,,,,,,1653
R1190,489,4,24.46,0.531474785,0.2178,19.915,187.79,,,,,,,,1654
R1190,489,5,25.03,0.540299245,0.2217,20.127,233.06,,,,,,,,1655
R1190,494,1,27.12,0.561452956,0.2633,23.093,7.05,,,,,,,,1656
R1190,494,2,26.03,0.555647108,0.2579,24.364,4.96,,,,,,,,1657
R1190,494,3,26.06,0.554697202,0.2579,24.364,3.92,,,,,,,,1658
R1190,494,4,22.34,0.572300237,0.2699,23.305,4.7,,,,,,,,1659
R1190,494,5,22.33,0.572616547,0.2702,23.305,3.4,,,,,,,,1660
